WB_version,category_1,Additional_categories,Gene_set_name,Number_genes,Refs,Data_from,Rawdata,Selection_criteria,decided_by,Comment
WS235,Microbes,NA,Up in N2 on non-pathogenic B. thuringiensis Bt679 vs Bt407 24h,503,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,Table S1,GSE111797,q < 0.05; foldchange >= 2,JN,added 2022.05.24
WS235,Microbes,NA,Up in N2 on non-pathogenic B. thuringiensis Bt679 vs Bt407 2h,115,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,Table S1,GSE111797,q < 0.05; foldchange >= 2,JN,added 2022.05.24
WS235,Microbes,NA,Up in N2 on non-pathogenic B. thuringiensis Bt679 vs Bt407 6h,301,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,Table S1,GSE111797,q < 0.05; foldchange >= 2,JN,added 2022.05.24
WS258,Mutants,pathogens,Up in N2 raised on P. Aeruginosa,394,https://pubmed.ncbi.nlm.nih.gov/30789901/,S1 Table,GSE119292,padj<0.05; foldchange <= 2,JN,added 2022.05.24
n.a.,Mutants,NA,Up in nipi-3(fr4),282,https://pubmed.ncbi.nlm.nih.gov/27927200/,Table S2,GSE87052,"FDR < 0.05, foldchange >= 1",authors,added 2022.05.24
WS220,Mutants,NA,Up in nlg-1(-) mutants,6,https://pubmed.ncbi.nlm.nih.gov/28879499/,Supplementary Table S1,GSE97980,p<0.05; foldchange <= -2,authors,added 2022.05.24
WS235,Microbes,NA,Up in npr-1 by Bacillus thuringiensis MYBt247 infection 12h,216,https://pubmed.ncbi.nlm.nih.gov/27066825/,Additional file 16,GSE60063,q < 0.05; foldchange >= 2,JN,added 2022.05.24
WS235,Microbes,NA,Up in npr-1 by Bacillus thuringiensis MYBt247 infection 24h,223,https://pubmed.ncbi.nlm.nih.gov/27066825/,Additional file 16,GSE60063,q < 0.05; foldchange >= 2,JN,added 2022.05.24
WS235,Microbes,NA,Up in npr-1 by P. aeruginosa PA14 infection 12h,169,https://pubmed.ncbi.nlm.nih.gov/27066825/,Additional file 16,GSE60063,q < 0.05; foldchange >= 2,JN,added 2022.05.24
WS235,Microbes,NA,Up in npr-1 by P. aeruginosa PA14 infection 24h,258,https://pubmed.ncbi.nlm.nih.gov/27066825/,Additional file 16,GSE60063,q < 0.05; foldchange >= 2,JN,added 2022.05.24
WS283,Mutants,epigenetics,Up in nrde-2,194,https://pubmed.ncbi.nlm.nih.gov/28294943/,Source data 3,GSE87523,FDR < 0.01; foldchange >= 1,authors,added 2022.05.24
WS283,Mutants,epigenetics,Up in nrde-2; let-418(ts),490,https://pubmed.ncbi.nlm.nih.gov/28294943/,Source data 3,GSE87523,FDR < 0.01; foldchange >= 1,authors,added 2022.05.24
WS220,Mutants,NA,Up in nrx-1(-) mutants,9,https://pubmed.ncbi.nlm.nih.gov/28879499/,Supplementary Table S1,GSE97980,p<0.05; foldchange >= 2,authors,added 2022.05.24
WS220,Mutants,NA,Up in nrx-1(-);nlg-1(-) mutants,79,https://pubmed.ncbi.nlm.nih.gov/28879499/,Supplementary Table S1,GSE97980,p<0.05; foldchange <= -2,authors,added 2022.05.24
WBcel235,Mutants,daf,Up in nuo-6 (Senchuk),378,https://pubmed.ncbi.nlm.nih.gov/29522556/,S1 Table,GSE93724,FDR<0.05; foldchange >=2,JN,added 2022.05.24
WBcel235,Mutants,development,Up in nuo-6 (Wu),321,https://pubmed.ncbi.nlm.nih.gov/30563508/,Table S2,GSE110984,FDR<0.05; foldchange >= 2,JN,added 2022.05.24
WBcel235,Development/Dauer/Aging,mutants,Up in nuo-6;atfs-1,237,https://pubmed.ncbi.nlm.nih.gov/30563508/,Table S2,GSE110984,FDR<0.05; foldchange >= 2,JN,added 2022.05.24
WBcel235,Development/Dauer/Aging,mutants,Up in nuo-6;hif-1,1000,https://pubmed.ncbi.nlm.nih.gov/30563508/,Table S2,GSE110984,FDR<0.05; foldchange >= 2,JN,added 2022.05.24
WBcel235,Development/Dauer/Aging,mutants,Up in OMA-1 immunopurification (IP),2259,https://pubmed.ncbi.nlm.nih.gov/28576864/,File S3,GSE98130,padj < 0.05; foldchange >= 2,JN,added 2022.05.24
WBcel235,Development/Dauer/Aging,mutants,Up in OMA-1 immunopurification (IP) compared to lysate (data from Spike et al. 2014b).,2470,https://pubmed.ncbi.nlm.nih.gov/28576864/,File S3,GSE98130,padj < 0.05; foldchange >= 2,JN,added 2022.05.24
WS220,Chemicals/stress,epigenetics,Up in P0 after antimycin exposure,175,https://pubmed.ncbi.nlm.nih.gov/30510156/,Supplementary Table 4,GSE118175,p unknown; foldchange >= 2,authors,added 2022.05.24
WS220,Chemicals/stress,epigenetics,Up in P0 after antimycin exposure in damt-1 mutants,11,https://pubmed.ncbi.nlm.nih.gov/30510156/,Supplementary Table 4,GSE118175,p unknown; foldchange >= 2,authors,added 2022.05.24
WS283,Microbes,NA,Up in PA infection recovery period R1,216,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,Table S3,GSE81592,p < 0.05; foldchange >= 2,authors,added 2022.05.24
WS283,Microbes,NA,Up in PA infection recovery period R2,315,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,Table S3,GSE81592,p < 0.05; foldchange >= 2,authors,added 2022.05.24
WS283,Microbes,NA,Up in PA infection recovery period R3,591,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,Table S3,GSE81592,p < 0.05; foldchange >= 2,authors,added 2022.05.24
WS235,Mutants,NA,Up in pals-22,556,https://pubmed.ncbi.nlm.nih.gov/30640956/,S4 Table,GSE118400,padj < 0.05; foldchange >=2,JN,added 2022.05.24
WS235,Mutants,NA,Up in pals-22;pals-25,117,https://pubmed.ncbi.nlm.nih.gov/30640956/,S4 Table,GSE118400,padj < 0.05; foldchange >=2,JN,added 2022.05.24
WS220,Tissue,development;mutants,Up in pgl-1 Day 1 Adult,2079,https://pubmed.ncbi.nlm.nih.gov/28258184/,File S1,GSE92690,padj < 0.05; foldchange >= 2,JN,added 2022.05.24
WS258,Mutants,pathogens,Up in pmk-1 raised on P. Aeruginosa,172,https://pubmed.ncbi.nlm.nih.gov/30789901/,S1 Table,GSE119292,padj<0.05; foldchange <= 2,JN,added 2022.05.24
n.a.,Mutants,NA,Up in pmk-1(km25),8,https://pubmed.ncbi.nlm.nih.gov/27927200/,Table S2,GSE87052,"FDR < 0.05, foldchange >= 1",authors,added 2022.05.24
WS283,Mutants,epigenetics,Up in prg-1,232,https://pubmed.ncbi.nlm.nih.gov/28294943/,Source data 3,GSE87523,FDR < 0.01; foldchange >= 1,authors,added 2022.05.24
NA,Development/Dauer/Aging,NA,UP in progressive with daf-2 mutant,28,http://www.ncbi.nlm.nih.gov/pubmed/15837805,TableS1,NA,NA,NA,
WS283,Mutants,NA,Up in pry-1 L1 larvae,254,https://pubmed.ncbi.nlm.nih.gov/30403720/,S3 Table,GSE94412,padj<0.05; foldchange >= 2,JN,added 2022.05.24
NA,Microbes,NA,"UP in RC301 vs. DA650 in P. aeruginosa, npr-1 related",685,https://www.ncbi.nlm.nih.gov/pubmed/28179390,Supp. File S2,GSE86431,NA,NA,add in 2017.07.24
NA,Mutants,NA,UP in rde-4 mutant,281,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,GSE13258,NA,NA,
WS283,Mutants,epigenetics,Up in set-25; met-2,661,https://pubmed.ncbi.nlm.nih.gov/28294943/,Source data 3,GSE87523,FDR < 0.01; foldchange >= 1,authors,added 2022.05.24
WS250,Mutants,development;epigenetics,Up in set-26; glp-1  vs glp-1,887,https://pubmed.ncbi.nlm.nih.gov/29714684/,Supplementary file 2,GSE100623,FDR<0.05,authors,added 2022.05.24
WS283,Development/Dauer/Aging,tissues,Up in sex-biased transcripts (male-bias),140,https://pubmed.ncbi.nlm.nih.gov/26497144/,Table S3,GSE71772,q < 0.05; foldchange <= -2,authors,added 2022.05.24
WS190,Mutants,pathogens,Up in sid-3 mutants by Orsay Virus infection,20,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,GSE95229,padj < 0.01 and foldchange >= 2,JN,added 2022.05.24
WS283,Mutants,NA,Up in skn-1(mac53gf),9,https://pubmed.ncbi.nlm.nih.gov/30166349/,Result S2,GSE117222,p<0.05; foldchange >= 0,authors,added 2022.05.24
NA,Other,NA,UP in sleep vs. wake,432,http://www.ncbi.nlm.nih.gov/pubmed/25409030,Table S1,GSE46291,NA,NA,
NA,Microbes,NA,"UP in Slow Killing, P. aeruginosa PA14",157,https://www.ncbi.nlm.nih.gov/pubmed/28662060,Supp. Table 1,GSE55422,NA,NA,add in 2017.07.24
WBcel235,Mutants,daf,Up in sod-2,84,https://pubmed.ncbi.nlm.nih.gov/29522556/,S1 Table,GSE93724,FDR<0.05; foldchange >=2,JN,added 2022.05.24
n.a.,Epigenetics,tissues,Up in somatic tissues,3965,https://pubmed.ncbi.nlm.nih.gov/31208332/,Additional file 10,GSE117061,padj<0.01; foldchange < 0,authors,added 2022.05.24
WS190,Mutants,pathogens,Up in sta-1 mutants by Orsay Virus infection,34,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,GSE95229,padj < 0.01 and foldchange >= 2,JN,added 2022.05.24
n.a.,Mutants,NA,Up in sun-1,9,https://pubmed.ncbi.nlm.nih.gov/27098914/,Table S2,GSE76773,foldchange >= 1.8,authors,added 2022.05.24
WS283,Mutants,NA,Up in tps-1;tps-2,29,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,GSE98544,FDR<0.05; foldchange >= 2,JN,added 2022.05.24
WS283,Mutants,NA,Up in wdr-23(mac35lf),10,https://pubmed.ncbi.nlm.nih.gov/30166349/,Result S2,GSE117222,p<0.05; foldchange >= 0,authors,added 2022.05.24
WBcel235,Chemicals/stress,daf;pathogens,Up in worms fed with B. Subtilis at 15C,8,https://pubmed.ncbi.nlm.nih.gov/29515753/,Supplementary Table 8,GSE101524,FDR<0.05; foldchange unknown,authors,added 2022.05.24
WBcel235,Chemicals/stress,daf;pathogens,Up in worms fed with B. Subtilis at 25C,147,https://pubmed.ncbi.nlm.nih.gov/29515753/,Supplementary Table 3,GSE101524,FDR<0.05; foldchange unknown,authors,added 2022.05.24
WBcel235,Chemicals/stress,daf;pathogens,Up in worms fed with B. Subtilis independent on temperature,174,https://pubmed.ncbi.nlm.nih.gov/29515753/,Supplementary Table 13,GSE101524,FDR<0.05; foldchange unknown,authors,added 2022.05.24
WBcel235,Chemicals/stress,daf;pathogens,Up in worms fed with E. Coli at 15C,30,https://pubmed.ncbi.nlm.nih.gov/29515753/,Supplementary Table 6,GSE101524,FDR<0.05; foldchange unknown,authors,added 2022.05.24
WBcel235,Chemicals/stress,daf;pathogens,Up in worms fed with E. Coli at 25C,180,https://pubmed.ncbi.nlm.nih.gov/29515753/,Supplementary Table 1,GSE101524,FDR<0.05; foldchange unknown,authors,added 2022.05.24
WBcel235,Chemicals/stress,daf;pathogens,Up in worms fed with E. Coli independent on temperature,70,https://pubmed.ncbi.nlm.nih.gov/29515753/,Supplementary Table 12,GSE101524,FDR<0.05; foldchange unknown,authors,added 2022.05.24
WS283,Microbes,NA,Up in wt at 24h after P. Aeruginosa infection,208,https://pubmed.ncbi.nlm.nih.gov/32857822/,S1 Table,GSE121091,p<0.01; foldchange >= 2,JN,added 2022.05.24
NA,Tissue,NA,UP in Wt between total and muscle nuclei,900,http://www.ncbi.nlm.nih.gov/pubmed/22219512,Supp table S1,GSE31602,NA,NA,
WS235,TF Targets,mutants,Up in wt vs elt-2(-) larvae,1152,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,GSE107175,padj < 0.1  & log2FoldChange > 0.8,authors,added 2022.05.24
WS235,TF Targets,mutants,Up in wt vs elt-2(-);elt-7(-) larvae,1105,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,GSE107175,padj < 0.1  & log2FoldChange > 0.8,authors,added 2022.05.24
WS235,TF Targets,mutants,Up in wt vs elt-7(-) larvae,46,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,GSE107175,padj < 0.1  & log2FoldChange > 0.8,authors,added 2022.05.24
WS220,Development/Dauer/Aging,mutants,Up in XO hermaphrodites (her-1(e1520) sdc-3(y126) V; xol-1(y9) X) at L3,1399,https://pubmed.ncbi.nlm.nih.gov/27356611/,File S3,GSE77794,padj < 0.05; foldchange >= 0,JN,added 2022.05.24
WS220,Development/Dauer/Aging,mutants,Up in XO hermaphrodites (her-1(e1520) sdc-3(y126) V; xol-1(y9) X) at young adult,2486,https://pubmed.ncbi.nlm.nih.gov/27356611/,File S3,GSE77794,padj < 0.05; foldchange >= 0,JN,added 2022.05.24
WS220,Mutants,NA,Up in xrn-2 mutants downstream,2818,https://pubmed.ncbi.nlm.nih.gov/29021241/,Table S1,GSE97775,FDR<0.05; foldchange >=2,JN,added 2022.05.24
WS220,Mutants,NA,Up in xrn-2 mutants upstream,696,https://pubmed.ncbi.nlm.nih.gov/29021241/,Table S1,GSE97775,FDR<0.05; foldchange >=2,JN,added 2022.05.24
WS220,Development/Dauer/Aging,mutants,Up in XX males (tra-2(ar221) II; xol-1(y9) X.) at L3,834,https://pubmed.ncbi.nlm.nih.gov/27356611/,File S3,GSE77794,padj < 0.05; foldchange >= 0,JN,added 2022.05.24
WS220,Development/Dauer/Aging,mutants,Up in XX males (tra-2(ar221) II; xol-1(y9) X.) at young adult,5798,https://pubmed.ncbi.nlm.nih.gov/27356611/,File S3,GSE77794,padj < 0.05; foldchange >= 0,JN,added 2022.05.24
WS283,Development/Dauer/Aging,tissues,UP in Z1/Z4 (hermaphrodite) at 9.5h,410,https://pubmed.ncbi.nlm.nih.gov/26497144/,Table S2,GSE71772,q < 0.05; foldchange <= -2,authors,added 2022.05.24
WS283,Development/Dauer/Aging,tissues,UP in Z1/Z4 (male) at 9.5h,455,https://pubmed.ncbi.nlm.nih.gov/26497144/,Table S2,GSE71772,q < 0.05; foldchange <= -2,authors,added 2022.05.24
WS283,Development/Dauer/Aging,tissues,UP in Z1/Z4 daughter (hermaphrodite) at 15h,458,https://pubmed.ncbi.nlm.nih.gov/26497144/,Table S2,GSE71772,q < 0.05; foldchange <= -2,authors,added 2022.05.24
WS283,Development/Dauer/Aging,tissues,UP in Z1/Z4 daughter (male) at 15h,375,https://pubmed.ncbi.nlm.nih.gov/26497144/,Table S2,GSE71772,q < 0.05; foldchange <= -2,authors,added 2022.05.24
NA,Mutants,NA,UP in zfp-1 mutant,416,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,GSE13258,NA,NA,
WBcel235,Microbes,mutants,Up in zip-3(gk3164) raised on P.aeruginosa,526,https://pubmed.ncbi.nlm.nih.gov/30850535/,Table S1,GSE111325,no information given; folchange >= 2,authors/JN,added 2022.05.24
NA,Microbes,NA,UP infected by Microbacterium nematophilum,89,http://www.ncbi.nlm.nih.gov/pubmed/16809667,Supp_Data_S2,E-MEXP-696,NA,NA,
NA,Microbes,NA,UP infected by PA14 octr-1 mutant vs. N2,1034,http://www.ncbi.nlm.nih.gov/pubmed/21474712,Table S1,GSE27867,NA,NA,
NA,Microbes,NA,UP infected by S. aureus 8H,188,http://www.ncbi.nlm.nih.gov/pubmed/20617181,Table S1,GSE21819,NA,NA,
NA,Microbes,NA,UP infected with hly(+) V. cholerae strains,54,http://www.ncbi.nlm.nih.gov/pubmed/22675448,Table 1,GSE34026,NA,NA,
NA,Microbes,NA,UP Infection AB2 vs. N2,113,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Microbes,NA,UP infection CB4856 vs. N2,89,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Microbes,NA,UP infection CB4857 vs. Control,53,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Microbes,NA,UP infection CB4857 vs. N2,85,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Microbes,NA,UP infection sid-1 strain vs. Control,31,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Microbes,NA,UP infection sid-1 strain vs. N2,17,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Microbes,NA,UP infection Strain RC301 vs. N2,65,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Mutants,NA,"UP isp-1 RNAi, ETC complex I",344,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,GSE9897,NA,NA,
WS220,DAF/Insulin/food,NA,Up Ivermectin + Food at 1 hour vs. Ivermectin + Food at 24 hours,77,https://pubmed.ncbi.nlm.nih.gov/30296941/,Dataset S1,GSE114955,FDR<0.05; foldchange >=2,JN,added 2022.05.24
WS220,DAF/Insulin/food,NA,Up Ivermectin at 1 hour vs. Ivermectin + Food at 1 hour,168,https://pubmed.ncbi.nlm.nih.gov/30296941/,Dataset S1,GSE114955,FDR<0.05; foldchange >=2,JN,added 2022.05.24
WS220,DAF/Insulin/food,NA,Up Ivermectin at 1 hour vs. Ivermectin at 24 hours,36,https://pubmed.ncbi.nlm.nih.gov/30296941/,Dataset S1,GSE114955,FDR<0.05; foldchange >=2,JN,added 2022.05.24
WS220,DAF/Insulin/food,NA,Up Ivermectin at 24 hours vs. Ivermectin + Food at 24 hours,60,https://pubmed.ncbi.nlm.nih.gov/30296941/,Dataset S1,GSE114955,FDR<0.05; foldchange >=2,JN,added 2022.05.24
WS220,DAF/Insulin/food,NA,Up Ivermectin Food at 1hr vs. No Ivermectin Food at 1hr,457,https://pubmed.ncbi.nlm.nih.gov/30296941/,Dataset S1,GSE114955,FDR<0.05; foldchange >=2,JN,added 2022.05.24
WS220,DAF/Insulin/food,NA,Up Ivermectin No Food at 1hr vs. No Ivermectin No Food at 1hr,291,https://pubmed.ncbi.nlm.nih.gov/30296941/,Dataset S1,GSE114955,FDR<0.05; foldchange >=2,JN,added 2022.05.24
NA,Mutants,NA,UP jun-1 mutant vs. wt by Fast,143,http://www.ncbi.nlm.nih.gov/pubmed/23352664,Rawdata,GSE27677,NA,NA,
NA,Mutants,NA,UP jun-1 mutant vs. wt by Fed,74,http://www.ncbi.nlm.nih.gov/pubmed/23352664,Rawdata,GSE27677,NA,NA,
NA,Mutants,NA,UP kgb-1 mutant vs. wt by fast,194,http://www.ncbi.nlm.nih.gov/pubmed/23352664,Rawdata,GSE27677,NA,NA,
NA,Mutants,NA,UP kgb-1 mutant vs. wt by Fed,380,http://www.ncbi.nlm.nih.gov/pubmed/23352664,Rawdata,GSE27677,NA,NA,
NA,Mutants,NA,UP L3 hpl-2 mutant,543,http://www.ncbi.nlm.nih.gov/pubmed/22185090,Additional file 1,GSE33700,NA,NA,
NA,Mutants,NA,UP L4 hpl-2;hpl-1 and his-24 vs. wildtype,444,http://www.ncbi.nlm.nih.gov/pubmed/23028351,Table S1,GSE33339,NA,NA,
WS220,Tissue,development,Up L4 P-granule depleted,1,https://pubmed.ncbi.nlm.nih.gov/28258184/,File S1,GSE92690,padj < 0.05; foldchange >= 2,JN,added 2022.05.24
NA,Mutants,NA,UP let-418 RNAi,681,http://www.ncbi.nlm.nih.gov/pubmed/21060680,Rawdata,GSE21376,NA,NA,
NA,Mutants,NA,UP lin-14 (n179ts) mutant,62,http://www.ncbi.nlm.nih.gov/pubmed/16314527,Rawdata,E-SMDB-3919,NA,NA,
NA,Mutants,NA,UP lin-14 mutant,78,http://www.ncbi.nlm.nih.gov/pubmed/16314527,Rawdata,E-SMDB-3919,NA,NA,
NA,Mutants,NA,UP lin-15b and lin-35 mutant,343,http://www.ncbi.nlm.nih.gov/pubmed/21343362,Table S4,GSE26825,NA,NA,
NA,Mutants,NA,UP lin-15b mutant,1309,http://www.ncbi.nlm.nih.gov/pubmed/21343362,Table S4,GSE26825,NA,NA,
NA,Mutants,NA,UP lin-26 RNAi in mex-3 mutant strain,203,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,GSE9665,NA,NA,
NA,Mutants,NA,UP lin-35 mutant and SLR-2-responsive,112,http://www.ncbi.nlm.nih.gov/pubmed/18437219,Figure S5,GSE9246,NA,NA,
NA,Mutants,NA,"UP lin-35 mutant( n745, NULL) L4",1263,http://www.ncbi.nlm.nih.gov/pubmed/17368442,Table S1,GSE6547,NA,NA,
NA,Mutants,NA,"UP lin-35 mutant(n745, NULL) L1",1177,http://www.ncbi.nlm.nih.gov/pubmed/17368442,Table S1,GSE6547,NA,NA,
NA,Mutants,NA,UP lin-35 num emb,1237,http://www.ncbi.nlm.nih.gov/pubmed/17368442,Table S1,GSE6547,NA,NA,
NA,Mutants,NA,UP lin-35(n745),469,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Rawdata,GSE5069,NA,NA,
NA,Mutants,NA,UP lin-35;mes-4 RNAi,71,http://www.ncbi.nlm.nih.gov/pubmed/21343362,Rawdata,GSE26825,NA,NA,
NA,Chemicals/stress,NA,UP Liquid AB2 vs. Control,143,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,UP Liquid AB2 vs. N2,212,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,UP Liquid CB4856 vs. Control,129,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,UP Liquid CB4856 vs. N2,266,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,UP Liquid CB4857 vs. Control,82,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,UP Liquid CB4857 vs. N2,116,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,UP liquid N2 vs. Control,56,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,UP liquid sid-1 strain vs. Control,160,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,UP liquid sid-1 strain vs. N2,69,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,UP Liquid Strain RC301 vs. N2,141,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,UP liquid vs plate,527,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21526,Rawdata,GSE21526,NA,NA,
WS210,DAF/Insulin/food,development,Up long term dauer fed vs long term dauer starved,123,https://pubmed.ncbi.nlm.nih.gov/30049782/,File _S1,GSE113500,FDR<0.05; foldchange >=2,JN,added 2022.05.24
NA,Mutants,NA,UP mep-1 RNAi,297,http://www.ncbi.nlm.nih.gov/pubmed/21060680,Rawdata,GSE21376,NA,NA,
NA,Mutants,NA,UP mes-2 mutant,120,http://www.ncbi.nlm.nih.gov/pubmed/23103171,RawData,GSE38158,NA,NA,
NA,Mutants,NA,UP mes-2 mutant embryo 2E stage vs. widetype,35,http://www.ncbi.nlm.nih.gov/pubmed/19460346,Rawdata,GSE14913,NA,NA,
NA,Mutants,NA,UP mes-2 mutant embryo 4E stage vs. widetype,26,http://www.ncbi.nlm.nih.gov/pubmed/19460346,Rawdata,GSE14913,NA,NA,
NA,Mutants,NA,UP mes-2 mutant embryo 8E stage vs. widetype,144,http://www.ncbi.nlm.nih.gov/pubmed/19460346,Rawdata,GSE14913,NA,NA,
NA,Mutants,NA,UP mes-4 mes-2 mutant,195,http://www.ncbi.nlm.nih.gov/pubmed/23103171,RawData,GSE38158,NA,NA,
NA,Mutants,NA,UP mes-4 mutant (SS0803),97,http://www.ncbi.nlm.nih.gov/pubmed/23103171,RawData,GSE38158,NA,NA,
NA,Mutants,NA,UP mes-4 mutant vs. N2,69,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Rawdata,GSE5069,NA,NA,
NA,DAF/Insulin/food,NA,UP metr-1 strain fed Comamonas DA1877,356,http://www.ncbi.nlm.nih.gov/pubmed/23540702,Rawdata,GSE43952,NA,NA,
NA,Mutants,NA,"UP mev-1 RNAi, ETC complex I",732,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,GSE9897,NA,NA,
NA,Mutants,NA,UP mex-3;skn-1 RNAi mutant 0min,75,http://www.ncbi.nlm.nih.gov/pubmed/15772128,RawData,GSE2180,NA,NA,
NA,Mutants,NA,UP mex-3;skn-1 RNAi mutant 101min,244,http://www.ncbi.nlm.nih.gov/pubmed/15772128,RawData,GSE2180,NA,NA,
NA,Mutants,NA,UP mex-3;skn-1 RNAi mutant 122min,400,http://www.ncbi.nlm.nih.gov/pubmed/15772128,RawData,GSE2180,NA,NA,
NA,Mutants,NA,UP mex-3;skn-1 RNAi mutant 143min,213,http://www.ncbi.nlm.nih.gov/pubmed/15772128,RawData,GSE2180,NA,NA,
NA,Mutants,NA,UP mex-3;skn-1 RNAi mutant 186min,503,http://www.ncbi.nlm.nih.gov/pubmed/15772128,RawData,GSE2180,NA,NA,
NA,Mutants,NA,UP mex-3;skn-1 RNAi mutant 23min,787,http://www.ncbi.nlm.nih.gov/pubmed/15772128,RawData,GSE2180,NA,NA,
NA,Mutants,NA,UP mex-3;skn-1 RNAi mutant 41min,365,http://www.ncbi.nlm.nih.gov/pubmed/15772128,RawData,GSE2180,NA,NA,
NA,Mutants,NA,UP mex-3;skn-1 RNAi mutant 53min,595,http://www.ncbi.nlm.nih.gov/pubmed/15772128,RawData,GSE2180,NA,NA,
NA,Mutants,NA,UP mex-3;skn-1 RNAi mutant 66min,481,http://www.ncbi.nlm.nih.gov/pubmed/15772128,RawData,GSE2180,NA,NA,
NA,Mutants,NA,UP mex-3;skn-1 RNAi mutant 83min,446,http://www.ncbi.nlm.nih.gov/pubmed/15772128,RawData,GSE2180,NA,NA,
NA,Microbes,NA,UP Micrococcus luteus vs. OP50,84,http://www.ncbi.nlm.nih.gov/pubmed/19503598,RawData,GSE15923,NA,NA,
NA,Mutants,NA,UP miR-124 mutant GFP-,312,http://www.ncbi.nlm.nih.gov/pubmed/20176573,Rawdata,GSE16050,NA,NA,
NA,Mutants,NA,UP miR-124 mutant GFP+,217,http://www.ncbi.nlm.nih.gov/pubmed/20176573,Rawdata,GSE16050,NA,NA,
NA,Mutants,NA,UP miR-243 mutant,1799,http://www.ncbi.nlm.nih.gov/pubmed/20386745,Table S4,GSE20558,NA,NA,
WS283,Development/Dauer/Aging,NA,Up mir-34 20C vs mir-35 25C,7,https://pubmed.ncbi.nlm.nih.gov/27905558/,Supplementary Table S1,GSE76413,p < 0.05; foldchange >= 2,authors; JN,added 2022.05.24
n.a.,Microbes,NA,Up Myzocytiopsis humicola in JU2519 24h after exposure,2471,https://www.sciencedirect.com/science/article/pii/S0960982218300319#app2,Data S2,GSE101647,FDR < 0.05; foldchange >= 0,JN,added 2022.05.24
WS283,Chemicals/stress,NA,Up N2 + peroxide tBOOH vs. nhr-49 + peroxide tBOOH,20,https://onlinelibrary.wiley.com/doi/full/10.1111/acel.12743,Table S4,GSE107799,FDR<0.05; foldchange >=2,JN,added 2022.05.24
NA,Microbes,NA,UP N2 fed with CNCM I-3690 vs. I-4317,22,http://www.ncbi.nlm.nih.gov/pubmed/23300685,Table 1,GSE42192,NA,NA,
