WormBaseVersion_checked,Categories,Gene Set name,number_genes,Refs,Data From,Selection_criteria,decided_by,Rawdata,Comment,
WS283,Mutants,Up in pry-1 L1 larvae,254,https://pubmed.ncbi.nlm.nih.gov/30403720/,S3 Table,padj<0.05; foldchange >= 2,JN,GSE94412,,
WS220,Mutants,Down in emb-4(hc60),163,https://pubmed.ncbi.nlm.nih.gov/28787592/,Table S2,foldchange <= -2,JN,GSE94455,,
WS220,Mutants,Up in emb-4(hc60),435,https://pubmed.ncbi.nlm.nih.gov/28787592/,Table S2,foldchange >= 2,JN,GSE94455,,
,Chemicals/stress,down by heat-shock (McCarroll),247,http://www.ncbi.nlm.nih.gov/pubmed/14730301,Re-analysis ( fold>2 at all time points vs. 0h),Re-analysis ( fold>2 at all time points vs. 0h),,GSE946,,
,Chemicals/stress,UP by heat-shock (McCarroll),131,http://www.ncbi.nlm.nih.gov/pubmed/14730301,Re-analysis ( fold>2 at all time points vs. 0h),Re-analysis ( fold>2 at all time points vs. 0h),,GSE946,,
n.a.,Mutants,Down in mir-35-41 mutants at 20C,8,https://pubmed.ncbi.nlm.nih.gov/28279983/,Table S1,q < 0.5; foldchange >= 1.5,authors,GSE94701,,
n.a.,Mutants,Down in mir-35-41 mutants at 25C,145,https://pubmed.ncbi.nlm.nih.gov/28279983/,Table S1,q < 0.5; foldchange >= 1.5,authors,GSE94701,,
n.a.,Mutants,Up in mir-35-41 mutants at 20C,98,https://pubmed.ncbi.nlm.nih.gov/28279983/,Table S1,q < 0.5; foldchange >= 1.5,authors,GSE94701,,
n.a.,Mutants,Up in mir-35-41 mutants at 25C,670,https://pubmed.ncbi.nlm.nih.gov/28279983/,Table S1,q < 0.5; foldchange >= 1.5,authors,GSE94701,,
,Tissue,WT-Pico Pan-neural Depleted Genes,1283,http://www.ncbi.nlm.nih.gov/pubmed/18284693,Additional File 2,,,GSE9485,,
,Tissue,WT-Pico Pan-neural Enriched Genes,1587,http://www.ncbi.nlm.nih.gov/pubmed/18284693,Additional File 2,,,GSE9485,,
WS190,Microbes,Down in N2 by Orsay Virus infection,2,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,padj < 0.01 and foldchange <= -2,JN,GSE95229,,
WS190,Microbes,Down in sid-3 mutants by Orsay Virus infection,3,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,padj < 0.01 and foldchange <= -2,JN,GSE95229,,
WS190,Mutants,Down in sid-3 mutants by Orsay Virus infection,3,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,padj < 0.01 and foldchange <= -2,JN,GSE95229,,
WS190,Microbes,Down in sta-1 mutants by Orsay Virus infection,1,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,padj < 0.01 and foldchange <= -2,JN,GSE95229,,
WS190,Mutants,Down in sta-1 mutants by Orsay Virus infection,1,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,padj < 0.01 and foldchange <= -2,JN,GSE95229,,
WS190,Microbes,Up in N2 by Orsay Virus infection,39,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,padj < 0.01 and foldchange >= 2,JN,GSE95229,,
WS190,Microbes,Up in sid-3 mutants by Orsay Virus infection,20,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,padj < 0.01 and foldchange >= 2,JN,GSE95229,,
WS190,Mutants,Up in sid-3 mutants by Orsay Virus infection,20,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,padj < 0.01 and foldchange >= 2,JN,GSE95229,,
WS190,Microbes,Up in sta-1 mutants by Orsay Virus infection,34,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,padj < 0.01 and foldchange >= 2,JN,GSE95229,,
WS190,Mutants,Up in sta-1 mutants by Orsay Virus infection,34,https://journals.asm.org/doi/full/10.1128/mBio.00924-17,Data Set 2,padj < 0.01 and foldchange >= 2,JN,GSE95229,,
WBcel235 ,Mutants,Down in isp-1 mutants,3,https://pubmed.ncbi.nlm.nih.gov/28392283/,Supplementary data 2,meta-analysis; q < 0.05,authors,GSE95240,,
n.a.,Chemicals/stress,Up by Pyoverdine,283,https://pubmed.ncbi.nlm.nih.gov/29532717/,S1 Table,no information given,authors,GSE95510,,
WS283,Microbes,Down by E. Faecalis infection,40,https://pubmed.ncbi.nlm.nih.gov/29436902/,S1,padj < 0.05; foldchange <=-2,JN,GSE95636,,
WS283,Microbes,Down by E. faecium infection,44,https://pubmed.ncbi.nlm.nih.gov/29436902/,S1,padj < 0.05; foldchange <=-2,JN,GSE95636,,
WS283,Microbes,Up by E. Faecalis infection,44,https://pubmed.ncbi.nlm.nih.gov/29436902/,S1,padj < 0.05; foldchange >=2,JN,GSE95636,,
WS283,Microbes,Up by E. faecium infection,37,https://pubmed.ncbi.nlm.nih.gov/29436902/,S1,padj < 0.05; foldchange >=2,JN,GSE95636,,
WS283,Mutants,Up in daf-19 in 3-fold embryo,73,https://pubmed.ncbi.nlm.nih.gov/29301909/,Table S2,p<0.01; foldchange >= 2,authors,GSE96068,,
WS283,Development/Dauer/Aging,Up in daf-19 in 3-fold embryo,73,https://pubmed.ncbi.nlm.nih.gov/29301909/,Table S2,p<0.01; foldchange >= 2,authors,GSE96068,,
WS283,Mutants,Up in daf-19 in adult ,23,https://pubmed.ncbi.nlm.nih.gov/29301909/,Table S4,p<0.01; foldchange >= 2,authors,GSE96068,,
WS283,Development/Dauer/Aging,Up in daf-19 in adult ,23,https://pubmed.ncbi.nlm.nih.gov/29301909/,Table S4,p<0.01; foldchange >= 2,authors,GSE96068,,
WS283,Mutants,Up in daf-19 in L1 larvae,44,https://pubmed.ncbi.nlm.nih.gov/29301909/,Table S3,p<0.01; foldchange >= 2,authors,GSE96068,,
WS283,Development/Dauer/Aging,Up in daf-19 in L1 larvae,44,https://pubmed.ncbi.nlm.nih.gov/29301909/,Table S3,p<0.01; foldchange >= 2,authors,GSE96068,,
,Mutants,Down elt-1 RNAi,137,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,Down elt-3 RNAi,377,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,Down hlh-1 RNAi used mex-3 mutant strain,285,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,Down hnd-1 RNAi used mex-3 mutant strain,247,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,Down lin-26 RNAi in mex-3 mutant strain,316,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,Down nhr-25 RNAi in mex-3 mutant strain,540,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,Down nob-1 RNAi in mex-3 mutant Strain,850,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,Down pal-1 RNAi in mex-3 mutant strain,202,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,Down scrt-1 RNAi in mex-3 mutant strain,237,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,"Down tbx-8,9 RNAi in mex-3 mutant strain",229,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,Down unc-120 RNAi in mex-3 mutant strain,184,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,Down vab-7 RNAi in mex-3 mutant strain,264,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,UP elt-1 RNAi,163,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,UP elt-3 RNAi,312,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,UP hlh-1 RNAi used mex-3 mutant strain,138,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,UP hnd-1 RNAi used mex-3 mutant strain,148,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,UP lin-26 RNAi in mex-3 mutant strain,203,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,UP nhr-25 RNAi in mex-3 mutant strain,428,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,UP nob-1 RNAi in mex-3 mutant Strain,548,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,UP pal-1 RNAi in mex-3 mutant strain,248,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,UP scrt-1 RNAi in mex-3 mutant strain,107,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,"UP tbx-8,9 RNAi in mex-3 mutant strain",186,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,UP unc-120 RNAi in mex-3 mutant strain,228,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,Mutants,UP vab-7 RNAi in mex-3 mutant strain,145,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,,,GSE9665,,
,DAF/Insulin/food,Down N2-Cel-RhebRNAi-fasting,508,http://www.ncbi.nlm.nih.gov/pubmed/19079239,NA,,,GSE9682,,
,DAF/Insulin/food,Down N2-Cel-RhebRNAi-fed,392,http://www.ncbi.nlm.nih.gov/pubmed/19079239,NA,,,GSE9682,,
,DAF/Insulin/food,Down N2-Cel-ToRRNAi-fasting,279,http://www.ncbi.nlm.nih.gov/pubmed/19079239,NA,,,GSE9682,,
,DAF/Insulin/food,Down N2-Cel-ToRRNAi-fed,411,http://www.ncbi.nlm.nih.gov/pubmed/19079239,NA,,,GSE9682,,
,DAF/Insulin/food,UP N2-Cel-RhebRNAi-fasting,266,http://www.ncbi.nlm.nih.gov/pubmed/19079239,NA,,,GSE9682,,
,DAF/Insulin/food,UP N2-Cel-RhebRNAi-fed,768,http://www.ncbi.nlm.nih.gov/pubmed/19079239,NA,,,GSE9682,,
,DAF/Insulin/food,UP N2-Cel-ToRRNAi-fasting,473,http://www.ncbi.nlm.nih.gov/pubmed/19079239,NA,,,GSE9682,,
,DAF/Insulin/food,UP N2-Cel-ToRRNAi-fed,941,http://www.ncbi.nlm.nih.gov/pubmed/19079239,NA,,,GSE9682,,
,Mutants,down by mdt-15 RNAi,186,http://www.ncbi.nlm.nih.gov/pubmed/20929438,Table S1,,,GSE9720,,
,Mutants,UP by albendazole exposure,42,http://www.ncbi.nlm.nih.gov/pubmed/20929438,Table S1,,,GSE9720,,
n.a.,Mutants,Down in drh-3(rrr2) mutant,347,https://pubmed.ncbi.nlm.nih.gov/29579041/,Dataset S1,FDR<0.05; foldchange <= -2,JN,GSE97592,,
n.a.,Mutants,Up in drh-3(rrr2) mutant,345,https://pubmed.ncbi.nlm.nih.gov/29579041/,Dataset S1,FDR<0.05; foldchange >=2,JN,GSE97592,,
WS283,Mutants,Up in glp-4(bn2) worms fed on E. coli HT115,35,https://pubmed.ncbi.nlm.nih.gov/30865620/,S1 Table,wilcoxon rank test > 1.5; foldchange >= 2,authors,GSE97678,,
WS283,DAF/Insulin/food,Up in glp-4(bn2) worms fed on E. coli HT115,35,https://pubmed.ncbi.nlm.nih.gov/30865620/,S1 Table,wilcoxon rank test > 1.5; foldchange >= 2,authors,GSE97678,,
WS283,Microbes,Up in glp-4(bn2) worms fed on E. coli HT115,35,https://pubmed.ncbi.nlm.nih.gov/30865620/,S1 Table,wilcoxon rank test > 1.5; foldchange >= 2,authors,GSE97678,,
WS220,Mutants,Down in xrn-2 mutants downstream,20,https://pubmed.ncbi.nlm.nih.gov/29021241/,Table S1,FDR<0.05; foldchange <= -2,JN,GSE97775,,
WS220,Mutants,Down in xrn-2 mutants upstream,2,https://pubmed.ncbi.nlm.nih.gov/29021241/,Table S1,FDR<0.05; foldchange <= -2,JN,GSE97775,,
WS220,Mutants,Up in xrn-2 mutants downstream,2818,https://pubmed.ncbi.nlm.nih.gov/29021241/,Table S1,FDR<0.05; foldchange >=2,JN,GSE97775,,
WS220,Mutants,Up in xrn-2 mutants upstream,696,https://pubmed.ncbi.nlm.nih.gov/29021241/,Table S1,FDR<0.05; foldchange >=2,JN,GSE97775,,
WS220,Mutants,Down in nlg-1(-) mutants ,23,https://pubmed.ncbi.nlm.nih.gov/28879499/,Supplementary Table S1,p<0.05; foldchange <= -2,authors,GSE97980,,
WS220,Mutants,Down in nrx-1(-) mutants ,18,https://pubmed.ncbi.nlm.nih.gov/28879499/,Supplementary Table S1,p<0.05; foldchange <= -2,authors,GSE97980,,
WS220,Mutants,Down in nrx-1(-);nlg-1(-) mutants,6,https://pubmed.ncbi.nlm.nih.gov/28879499/,Supplementary Table S1,p<0.05; foldchange <= -2,authors,GSE97980,,
WS220,Mutants,Up in nlg-1(-) mutants ,6,https://pubmed.ncbi.nlm.nih.gov/28879499/,Supplementary Table S1,p<0.05; foldchange <= -2,authors,GSE97980,,
WS220,Mutants,Up in nrx-1(-) mutants ,9,https://pubmed.ncbi.nlm.nih.gov/28879499/,Supplementary Table S1,p<0.05; foldchange >= 2,authors,GSE97980,,
WS220,Mutants,Up in nrx-1(-);nlg-1(-) mutants,79,https://pubmed.ncbi.nlm.nih.gov/28879499/,Supplementary Table S1,p<0.05; foldchange <= -2,authors,GSE97980,,
WBcel235,Development/Dauer/Aging,Up in LIN-41 immunopurification (IP) ,1115,https://pubmed.ncbi.nlm.nih.gov/28576864/,File S3,padj < 0.05; foldchange >= 2,JN,GSE98130,,
WBcel235,Mutants,Up in LIN-41 immunopurification (IP) ,1115,https://pubmed.ncbi.nlm.nih.gov/28576864/,File S3,padj < 0.05; foldchange >= 2,JN,GSE98130,,
WBcel235,Development/Dauer/Aging,Up in OMA-1 immunopurification (IP) ,2259,https://pubmed.ncbi.nlm.nih.gov/28576864/,File S3,padj < 0.05; foldchange >= 2,JN,GSE98130,,
WBcel235,Mutants,Up in OMA-1 immunopurification (IP) ,2259,https://pubmed.ncbi.nlm.nih.gov/28576864/,File S3,padj < 0.05; foldchange >= 2,JN,GSE98130,,
WBcel235,Development/Dauer/Aging,Up in OMA-1 immunopurification (IP) compared to lysate (data from Spike et al. 2014b).,2470,https://pubmed.ncbi.nlm.nih.gov/28576864/,File S3,padj < 0.05; foldchange >= 2,JN,GSE98130,,
WBcel235,Mutants,Up in OMA-1 immunopurification (IP) compared to lysate (data from Spike et al. 2014b).,2470,https://pubmed.ncbi.nlm.nih.gov/28576864/,File S3,padj < 0.05; foldchange >= 2,JN,GSE98130,,
WS283,Chemicals/stress,Down by trehalose in N2 ,2,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange <= -2,JN,GSE98544,,
WS283,Mutants,Down by trehalose in N2 ,2,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange <= -2,JN,GSE98544,,
WS283,Chemicals/stress,Down by trehalose in tps-1;tps-2 ,2,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange <= -2,JN,GSE98544,,
WS283,Mutants,Down by trehalose in tps-1;tps-2 ,2,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange <= -2,JN,GSE98544,,
WS283,Chemicals/stress,Down by trehalose N2 vs. tps-1;tps-2,4,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange <= -2,JN,GSE98544,,
WS283,Mutants,Down by trehalose N2 vs. tps-1;tps-2,4,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange <= -2,JN,GSE98544,,
WS283,Mutants,Down in tps-1;tps-2,5,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange <= -2,JN,GSE98544,,
WS283,Chemicals/stress,Up by trehalose in N2 ,36,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange >= 2,JN,GSE98544,,
WS283,Mutants,Up by trehalose in N2 ,36,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange >= 2,JN,GSE98544,,
WS283,Chemicals/stress,Up by trehalose in tps-1;tps-2 ,6,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange >= 2,JN,GSE98544,,
WS283,Mutants,Up by trehalose in tps-1;tps-2 ,6,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange >= 2,JN,GSE98544,,
WS283,Chemicals/stress,Up by trehalose N2 vs. tps-1;tps-2,15,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange >= 2,JN,GSE98544,,
WS283,Mutants,Up by trehalose N2 vs. tps-1;tps-2,15,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange >= 2,JN,GSE98544,,
WS283,Mutants,Up in tps-1;tps-2 ,29,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,FDR<0.05; foldchange >= 2,JN,GSE98544,,
WS283,DAF/Insulin/food,Down by high glucose diet,57,https://pubmed.ncbi.nlm.nih.gov/28627510/,Supplementary Table 1,p < 0.05; foldchange <= 0,authors,GSE98576,,
WS283,DAF/Insulin/food,Up by high glucose diet,159,https://pubmed.ncbi.nlm.nih.gov/28627510/,Supplementary Table 1,p < 0.05; foldchange >= 0,authors,GSE98576,,
WS254,Tissue,Down in adr-2(-),25,https://elifesciences.org/articles/28625#info,GEO supplementary,padj < 0.05; foldchange <= 0,authors,GSE98869,,
WS254,Mutants,Down in adr-2(-),25,https://elifesciences.org/articles/28625#info,GEO supplementary,padj < 0.05; foldchange <= 0,authors,GSE98869,,
WS254,Tissue,Up in adr-2(-),19,https://elifesciences.org/articles/28625#info,GEO supplementary,padj < 0.05; foldchange >= 0,authors,GSE98869,,
WS254,Mutants,Up in adr-2(-),19,https://elifesciences.org/articles/28625#info,GEO supplementary,padj < 0.05; foldchange >= 0,authors,GSE98869,,
WS283,Mutants,Down in alg-1(gk214),568,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S9,DESeq p < 0.01; foldchange <= -2,JN,GSE98935,,
WS283,Development/Dauer/Aging,Down in alg-1(gk214),568,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S9,DESeq p < 0.01; foldchange <= -2,JN,GSE98935,,
WS283,Mutants,Down in alg-2(ok304),627,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S11,DESeq p < 0.01; foldchange <= -2,JN,GSE98935,,
WS283,Development/Dauer/Aging,Down in alg-2(ok304),627,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S11,DESeq p < 0.01; foldchange <= -2,JN,GSE98935,,
WS283,Mutants,Down in alg-5(ram2),34,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S6,DESeq p < 0.01; foldchange <= -2,JN,GSE98935,,
WS283,Development/Dauer/Aging,Down in alg-5(ram2),34,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S6,DESeq p < 0.01; foldchange <= -2,JN,GSE98935,,
WS283,Mutants,Up in alg-1(gk214),375,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S10,DESeq p < 0.01; foldchange <= 2,JN,GSE98935,,
WS283,Development/Dauer/Aging,Up in alg-1(gk214),375,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S10,DESeq p < 0.01; foldchange <= 2,JN,GSE98935,,
WS283,Mutants,Up in alg-2(ok304),334,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S12,DESeq p < 0.01; foldchange <= 2,JN,GSE98935,,
WS283,Development/Dauer/Aging,Up in alg-2(ok304),334,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S12,DESeq p < 0.01; foldchange <= 2,JN,GSE98935,,
WS283,Mutants,Up in alg-5(ram2),5,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S7,DESeq p < 0.01; foldchange <= 2,JN,GSE98935,,
WS283,Development/Dauer/Aging,Up in alg-5(ram2),5,https://pubmed.ncbi.nlm.nih.gov/28645154/,Table S7,DESeq p < 0.01; foldchange <= 2,JN,GSE98935,,
,Mutants,Down C34B2.8 RNAi ETC complex I,688,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,Down D2030.4 RNAi ETC complex I,1487,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,"Down gas-1 RNAi, ETC complex I",503,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,"Down isp-1 RNAi, ETC complex I",368,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,"Down mev-1 RNAi, ETC complex I",469,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,"Down nduf-6 RNAi, ETC complex I",689,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,"Down nuo-5 RNAi, ETC complex I",678,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,Down Y56A3A.19 RNAi ETC complex I,614,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,UP Y56A3A.19 RNAi ETC complex I,887,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,UP C34B2.8 RNAi ETC complex I,789,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,UP D2030.4 RNAi ETC complex I,1848,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,"UP gas-1 RNAi, ETC complex I",566,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,"UP isp-1 RNAi, ETC complex I",344,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,"UP mev-1 RNAi, ETC complex I",732,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,"UP nduf-6 RNAi, ETC complex I",432,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
,Mutants,"UP nuo-5 RNAi, ETC complex I",600,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9897,,
n.a.,Chemicals/stress,Down in high maximum velocity,180,https://pubmed.ncbi.nlm.nih.gov/32350153/,Supplementary table 1,p<0.05; foldchange <= -2,JN,GSE99020,,
n.a.,Chemicals/stress,Up in high maximum velocity,59,https://pubmed.ncbi.nlm.nih.gov/32350153/,Supplementary table 1,p<0.05; foldchange >= 2,JN,GSE99020,,
,Mutants,Down gas-1 mutant,132,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9967,,
,Mutants,UP gas-1 mutant,384,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,,,GSE9967,,
WS283,Mutants,Down by pmt-2(RNAi),1324,https://pubmed.ncbi.nlm.nih.gov/30333136/,Table S2,ANOVA p<0.05; foldchange <= -1.5,authors,GSE99763,,
WS283,Chemicals/stress,Down by Tunicamycin,1043,https://pubmed.ncbi.nlm.nih.gov/30333136/,Table S2,ANOVA p<0.05; foldchange <= -1.5,authors,GSE99763,,
WS283,Mutants,Up by pmt-2(RNAi),2097,https://pubmed.ncbi.nlm.nih.gov/30333136/,Table S2,ANOVA p<0.05; foldchange >= 1.5,authors,GSE99763,,
WS283,Chemicals/stress,Up by Tunicamycin,760,https://pubmed.ncbi.nlm.nih.gov/30333136/,Table S2,ANOVA p<0.05; foldchange >= 1.5,authors,GSE99763,,
,Mutants,mis-regulated deps-1 mutant germ lines,23,http://www.ncbi.nlm.nih.gov/pubmed/18234720,Table 3,,,GSE9993,,
,Development/Dauer/Aging,Dauer SAGE tag (Jones),320,http://www.ncbi.nlm.nih.gov/pubmed/11483575,http://elegans.bcgsc.ca/SAGE/,,,http://elegans.bcgsc.ca/SAGE/,,
,TF Targets,14 skn-1 targets,14,http://www.ncbi.nlm.nih.gov/pubmed/21765926,Table 2,,,NA,,
,Development/Dauer/Aging,Changed between long- and short-lived animals,45,http://www.ncbi.nlm.nih.gov/pubmed/22081913,Table S10,,,NA,,
,Mutants,Changed by mtss-1 RNAi,35,http://www.ncbi.nlm.nih.gov/pubmed/17900564,Table 2,,,NA,,
,Development/Dauer/Aging,Climbing nodes,163,http://www.ncbi.nlm.nih.gov/pubmed/12620986,Supp table S4,,,NA,,
,Other,Cytochrome P450 (Menzel),72,http://www.ncbi.nlm.nih.gov/pubmed/11697852,Table 3,,,NA,,
,DAF/Insulin/food,daf-16 targets by ChIP,97,http://www.ncbi.nlm.nih.gov/pubmed/16380712,Table 1,,,NA,,
,DAF/Insulin/food,daf-2 pathway targets,19,http://www.ncbi.nlm.nih.gov/pubmed/21765926,Table 3,,,NA,,
,Development/Dauer/Aging,Dauer enriced,311,http://www.ncbi.nlm.nih.gov/pubmed/12620986,Supp table S4,,,NA,,
,Development/Dauer/Aging,Dauer recovery,2049,http://www.ncbi.nlm.nih.gov/pubmed/12620986,Supp table S3,,,NA,,
,Development/Dauer/Aging,Dauer specific,1684,http://www.ncbi.nlm.nih.gov/pubmed/12620986,Supp table S4,,,NA,,
,DAF/Insulin/food,"decreased abundance by daf-2 mutant, proteomics",40,http://www.ncbi.nlm.nih.gov/pubmed/17673661,Table S3,,,NA,,
,TF Targets,decreased small RNAs reads by starved at P0,594,http://www.ncbi.nlm.nih.gov/pubmed/25018105,Table S1,,,NA,,
,Chemicals/stress,down by 16 mg/l aldicarb,255,http://www.ncbi.nlm.nih.gov/pubmed/21253838,Table S2,,,NA,,
,Chemicals/stress,down by Acrylamide,169,http://www.ncbi.nlm.nih.gov/pubmed/23566034,Supplemental Table,,,NA,,
,Mutants,"down by age-1(mg44, m333) mutant",333,http://www.ncbi.nlm.nih.gov/pubmed/19764929,Table S1b,,,NA,,
,Other,down by alpha-synuclein,67,http://www.ncbi.nlm.nih.gov/pubmed/16626960,Table S3,,,NA,,
,Chemicals/stress,down by aqueous garlic extract,128,http://www.ncbi.nlm.nih.gov/pubmed/25940980,Table S1,,,NA,,
,Chemicals/stress,"down by aqueous garlic extract, proteomics",14,http://www.ncbi.nlm.nih.gov/pubmed/25940980,Table S2,,,NA,,
,Microbes,"down by B. thuringiensis (BT247), proteomics",117,http://www.ncbi.nlm.nih.gov/pubmed/25452134,Supplementary Table 1,,,NA,,
,Development/Dauer/Aging,"down by bar-1(ga80), with development effect",703,http://www.ncbi.nlm.nih.gov/pubmed/24819947,Table S1,,,NA,,
,Microbes,"down by Bt toxin,Cry5B",443,http://www.ncbi.nlm.nih.gov/pubmed/15256590,Supporting Table 2,,,NA,,
,Chemicals/stress,down by Cadmium (Huffman),388,http://www.ncbi.nlm.nih.gov/pubmed/15256590,Supporting Table 3,,,NA,,
,Mutants,down by cep-1,64,http://www.ncbi.nlm.nih.gov/pubmed/24586177,Table S4 (fold >=1.5 at all samples),,,NA,,
,Mutants,down by cep-1(lg12501) mutant,34,http://www.ncbi.nlm.nih.gov/pubmed/18627611,Additional file 1 (p<0.05 & fold >1.5),,,NA,,
