Categories,Gene Set name,Refs,Rawdata,Additional categories,
Chemicals/stress,Down by cadmium,http://www.ncbi.nlm.nih.gov/pubmed/17592649,GSE7535,NA,
Chemicals/stress,UP by cadmium,http://www.ncbi.nlm.nih.gov/pubmed/17592649,GSE7535,NA,
Mutants,Down by ham-3 (RNAi),https://pubmed.ncbi.nlm.nih.gov/26739451/,GSE75703,NA,
Mutants,Down by swsn-2.2 (RNAi),https://pubmed.ncbi.nlm.nih.gov/26739451/,GSE75703,NA,
Mutants,Up by ham-3 (RNAi),https://pubmed.ncbi.nlm.nih.gov/26739451/,GSE75703,NA,
Mutants,Up by swsn-2.2 (RNAi),https://pubmed.ncbi.nlm.nih.gov/26739451/,GSE75703,NA,
Development/Dauer/Aging,Down daf-2 dauer 25C vs daf-2;mir-34 dauer 25C,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Development/Dauer/Aging,Down in mir-34 25C,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Development/Dauer/Aging,Down in mir-34 dauer 20C,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Development/Dauer/Aging,Down in N2 25C ,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Development/Dauer/Aging,Down in N2 dauer 20C,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Development/Dauer/Aging,Down mir-34 20C vs mir-35 25C,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Development/Dauer/Aging,Up daf-2 dauer 25C vs daf-2;mir-34 dauer 25C,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Development/Dauer/Aging,Up in mir-34 25C,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Development/Dauer/Aging,Up in mir-34 dauer 20C,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Development/Dauer/Aging,Up in N2 25C ,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Development/Dauer/Aging,Up in N2 dauer 20C,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Development/Dauer/Aging,Up mir-34 20C vs mir-35 25C,https://pubmed.ncbi.nlm.nih.gov/27905558/,GSE76413,NA,
Mutants,Down in sun-1 ,https://pubmed.ncbi.nlm.nih.gov/27098914/,GSE76773,NA,
Mutants,Up in sun-1 ,https://pubmed.ncbi.nlm.nih.gov/27098914/,GSE76773,NA,
Development/Dauer/Aging,Down in daf-2(e1370);mes-1(bn84ts) ,https://pubmed.ncbi.nlm.nih.gov/26976573/,GSE76946,daf;mutants,
Development/Dauer/Aging,UP in daf-2(e1370);mes-1(bn84ts) ,https://pubmed.ncbi.nlm.nih.gov/26976573/,GSE76946,daf;mutants,
Development/Dauer/Aging,Down in dpy-27 at L3,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Down in dpy-27 early embryos,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Down in mixed sex (fog-2(oz40)) at 4hr embryos,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Down in mixed sex (fog-2(oz40)) at L3,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Down in XO hermaphrodites (her-1(e1520) sdc-3(y126) V; xol-1(y9) X) at L3,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Down in XO hermaphrodites (her-1(e1520) sdc-3(y126) V; xol-1(y9) X) at young adult,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Down in XX males (tra-2(ar221) II; xol-1(y9) X.) at L3,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Down in XX males (tra-2(ar221) II; xol-1(y9) X.) at young adult,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Up in dpy-27 at L3,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Up in dpy-27 early embryos,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Up in mixed sex (fog-2(oz40)) at 4hr embryos,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Up in mixed sex (fog-2(oz40)) at L3,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Up in XO hermaphrodites (her-1(e1520) sdc-3(y126) V; xol-1(y9) X) at L3,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Up in XO hermaphrodites (her-1(e1520) sdc-3(y126) V; xol-1(y9) X) at young adult,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Up in XX males (tra-2(ar221) II; xol-1(y9) X.) at L3,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Development/Dauer/Aging,Up in XX males (tra-2(ar221) II; xol-1(y9) X.) at young adult,https://pubmed.ncbi.nlm.nih.gov/27356611/,GSE77794,mutants,
Mutants,Down in lin-65 ,https://pubmed.ncbi.nlm.nih.gov/27133166/,GSE78252,chemicals,
Mutants,Down in met-2,https://pubmed.ncbi.nlm.nih.gov/27133166/,GSE78252,chemicals,
Mutants,Up in lin-65,https://pubmed.ncbi.nlm.nih.gov/27133166/,GSE78252,chemicals,
Mutants,Up in met-2,https://pubmed.ncbi.nlm.nih.gov/27133166/,GSE78252,chemicals,
Mutants,Down by Bacillus thuringiensis pore forming toxin Cry5B and hlh-30-dependent ,https://www.tandfonline.com/doi/full/10.1080/15548627.2016.1256933?scroll=top&needAccess=true,GSE78878,targets;pathogens,
Mutants,Up by Bacillus thuringiensis pore forming toxin Cry5B and hlh-30-dependent ,https://www.tandfonline.com/doi/full/10.1080/15548627.2016.1256933?scroll=top&needAccess=true,GSE78878,targets;pathogens,
Mutants,Down by jmjd-1.2 overexpression,https://pubmed.ncbi.nlm.nih.gov/27133168/,GSE78990,development;epigenetics,
Mutants,Down by jmjd-3.1 overexpression,https://pubmed.ncbi.nlm.nih.gov/27133168/,GSE78990,development;epigenetics,
Mutants,Down by neuronal jmjd-1.2 overexpression ,https://pubmed.ncbi.nlm.nih.gov/27133168/,GSE78990,development;epigenetics,
Mutants,Down in cco-1 (RNA-i),https://pubmed.ncbi.nlm.nih.gov/27133168/,GSE78990,development;epigenetics,
Mutants,Up by jmjd-1.2 overexpression,https://pubmed.ncbi.nlm.nih.gov/27133168/,GSE78990,development;epigenetics,
Mutants,Up by jmjd-3.1 overexpression,https://pubmed.ncbi.nlm.nih.gov/27133168/,GSE78990,development;epigenetics,
Mutants,Up by neuronal jmjd-1.2 overexpression ,https://pubmed.ncbi.nlm.nih.gov/27133168/,GSE78990,development;epigenetics,
Mutants,Up in cco-1 (RNA-i),https://pubmed.ncbi.nlm.nih.gov/27133168/,GSE78990,development;epigenetics,
Mutants,Down in adr-1;adr-2 mixed-stage worms,https://pubmed.ncbi.nlm.nih.gov/29483152/,GSE79375,NA,
Mutants,Up in adr-1;adr-2 mixed-stage worms,https://pubmed.ncbi.nlm.nih.gov/29483152/,GSE79375,NA,
Mutants,Down by dpy-27(RNAi) at L1,https://pubmed.ncbi.nlm.nih.gov/27690361/,GSE79597,development,
Mutants,Down by cec-4 at L1,https://pubmed.ncbi.nlm.nih.gov/27690361/,GSE79597,development,
Mutants,Down in lsm-1 at L1,https://pubmed.ncbi.nlm.nih.gov/27690361/,GSE79597,development,
Mutants,Down in met-2; set-25 at L1,https://pubmed.ncbi.nlm.nih.gov/27690361/,GSE79597,development,
Mutants,Up by dpy-27(RNAi) at L1,https://pubmed.ncbi.nlm.nih.gov/27690361/,GSE79597,development,
Mutants,Up by cec-4 at L1,https://pubmed.ncbi.nlm.nih.gov/27690361/,GSE79597,development,
Mutants,Up in lsm-1 at L1,https://pubmed.ncbi.nlm.nih.gov/27690361/,GSE79597,development,
Mutants,Up in met-2; set-25 at L1,https://pubmed.ncbi.nlm.nih.gov/27690361/,GSE79597,development,
Development/Dauer/Aging,EG enriched without EST confirmation,http://www.ncbi.nlm.nih.gov/pubmed/17612406,GSE8004,NA,
Development/Dauer/Aging,Embryonic A-class enriched,http://www.ncbi.nlm.nih.gov/pubmed/17612406,GSE8004,NA,
Development/Dauer/Aging,Embryonic Pan-neural enriched,http://www.ncbi.nlm.nih.gov/pubmed/17612406,GSE8004,NA,
Tissue,Larval A-class enriched,http://www.ncbi.nlm.nih.gov/pubmed/17612406,GSE8004,NA,
Tissue,Larval Pan-neural enriched,http://www.ncbi.nlm.nih.gov/pubmed/17612406,GSE8004,NA,
Tissue,Neural Enriched without EST confirmation,http://www.ncbi.nlm.nih.gov/pubmed/17612406,GSE8004,NA,
Tissue,Top 50 muscle enriched,http://www.ncbi.nlm.nih.gov/pubmed/17612406,GSE8004,NA,
Mutants,Down in let-7(n2853) and lin-41(xe11) mutants,https://pubmed.ncbi.nlm.nih.gov/28111013/,GSE80157,development,
Mutants,Up in let-7(n2853) and lin-41(xe11) mutants,https://pubmed.ncbi.nlm.nih.gov/28111013/,GSE80157,development,
Chemicals/stress,Down by 10mM LiCl,http://www.ncbi.nlm.nih.gov/pubmed/17959600,GSE8058,NA,
Chemicals/stress,UP by 10nM LiCl,http://www.ncbi.nlm.nih.gov/pubmed/17959600,GSE8058,NA,
Mutants,Down by dop-1,https://pubmed.ncbi.nlm.nih.gov/27261197/,GSE80807,NA,
Mutants,Up by dop-1,https://pubmed.ncbi.nlm.nih.gov/27261197/,GSE80807,NA,
TF Target,HSF-1 activated genes,https://pubmed.ncbi.nlm.nih.gov/27688402/,GSE81520,chemicals,
TF Target,HSF-1 repressed genes,https://pubmed.ncbi.nlm.nih.gov/27688402/,GSE81520,chemicals,
Tissue,"N2 Enriched Genes vs unc-4 GFP, motor neurons",http://www.ncbi.nlm.nih.gov/pubmed/15780142,GSE8159,NA,
Tissue,"unc-4 enriched, motor neurons",http://www.ncbi.nlm.nih.gov/pubmed/15780142,GSE8159,NA,
Chemicals/stress,Down by Neomycin/Streptomycin ,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,GSE81592,NA,
Microbes,Down by P. aeruginosa 4h,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,GSE81592,NA,
Microbes,Down in PA infection recovery period R1,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,GSE81592,NA,
Microbes,Down in PA infection recovery period R2,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,GSE81592,NA,
Microbes,Down in PA infection recovery period R3,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,GSE81592,NA,
Chemicals/stress,Up by Neomycin/Streptomycin ,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,GSE81592,NA,
Microbes,Up by P. aeruginosa 4h ,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,GSE81592,NA,
Microbes,Up in PA infection recovery period R1,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,GSE81592,NA,
Microbes,Up in PA infection recovery period R2,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,GSE81592,NA,
Microbes,Up in PA infection recovery period R3,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,GSE81592,NA,
Tissue,Detected in the L1 mRNA-tagging derived muscle dataset,"http://www.ncbi.nlm.nih.gov/pubmed/12214599,http://www.ncbi.nlm.nih.gov/pubmed/17848203",GSE8231,NA,
Tissue,Detected in the total muscle enriched dataset but not the L1 mRNA-tagging,"http://www.ncbi.nlm.nih.gov/pubmed/12214599,http://www.ncbi.nlm.nih.gov/pubmed/17848203",GSE8231,NA,
Tissue,"Down after hlh-1 induced 2H, muscle",http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,"Down hlh-1 induced 4H, muscle",http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,"Down hlh-1 induced 6H, muscle",http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,L1 mRNA-tagging derived muscle,"http://www.ncbi.nlm.nih.gov/pubmed/12214599,http://www.ncbi.nlm.nih.gov/pubmed/17848203",GSE8231,NA,
Tissue,muscle depeleted 0h only,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,muscle depeleted 24h only,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle Depleted 0h and 24H,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle Depleted 24H,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle depleted genes,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,muscle gene induced by hlh-1,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle Key 0h and 24h in bwm,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle Key 0h and 24h in vulval muscle,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle Key 0h in body,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle Key 0h in bwm,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle Key 0h in vulval muscle,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle Key 24h in body,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle Key 24h in bwm,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle Key 24h in vulval muscle,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Muscle Key total (0 and 24H) in body,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Neuron expression Key 0h,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Neuron expression Key 24h,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,Neuron expression Key total,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,"UP after hlh-1 induced 2H, muscle",http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,"UP hlh-1 induced 4H, muscle",http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,"UP hlh-1 induced 6H, muscle",http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Tissue,UP in HLH-1 induced embryos,http://www.ncbi.nlm.nih.gov/pubmed/17848203,GSE8231,NA,
Mutants,Down in elli-1 ,https://pubmed.ncbi.nlm.nih.gov/28182654/,GSE82322,NA,
Mutants,Up in elli-1 ,https://pubmed.ncbi.nlm.nih.gov/28182654/,GSE82322,NA,
Development/Dauer/Aging,Up in hermaphrodites from L3 to young adulthood,https://pubmed.ncbi.nlm.nih.gov/27732864/,GSE83216,NA,
Development/Dauer/Aging,Up in males from L3 to young adulthood,https://pubmed.ncbi.nlm.nih.gov/27732864/,GSE83216,NA,
Mutants,Down by mir-60 ,https://pubmed.ncbi.nlm.nih.gov/27623524/,GSE83239,development,
Mutants,Up by mir-60 ,https://pubmed.ncbi.nlm.nih.gov/27623524/,GSE83239,development,
Mutants,Down in hyl-2 mutants,https://pubmed.ncbi.nlm.nih.gov/27507791/,GSE83887,daf,
Mutants,Down in hyl-2 mutants fed a glucose diet,https://pubmed.ncbi.nlm.nih.gov/27507791/,GSE83887,daf,
Mutants,Up in hyl-2 mutants,https://pubmed.ncbi.nlm.nih.gov/27507791/,GSE83887,daf,
Mutants,Up in hyl-2 mutants fed a glucose diet,https://pubmed.ncbi.nlm.nih.gov/27507791/,GSE83887,daf,
Epigenetics,Down in dpy-21 ,https://pubmed.ncbi.nlm.nih.gov/27777629/,GSE84307,mutants,
Epigenetics,Up in dpy-21 ,https://pubmed.ncbi.nlm.nih.gov/27777629/,GSE84307,mutants,
Mutants,Down in lagr-1;hyl-1  during L1 starvation,https://pubmed.ncbi.nlm.nih.gov/27974500/,GSE84894,daf,
Mutants,Up in lagr-1;hyl-1 during L1 starvation,https://pubmed.ncbi.nlm.nih.gov/27974500/,GSE84894,daf,
Microbes,Genes up-regulated by P. aeruginosa PA14 in RC301 (npr-1(g320) on its wild isolate background) vs. DA650 (npr-1(g320) on the N2 background) ,https://pubmed.ncbi.nlm.nih.gov/28179390/,GSE86431,NA,
Development/Dauer/Aging,skn-1 regulated genes up in response to vitamine D3 treatment,https://pubmed.ncbi.nlm.nih.gov/27783938/,GSE86493,targets;chemicals,
Mutants,Down eri-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/17919598,GSE8659,NA,
Mutants,Down rrf-3 and eri-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/17919598,GSE8659,NA,
Mutants,Down rrf-3 mutant,http://www.ncbi.nlm.nih.gov/pubmed/17919598,GSE8659,NA,
Mutants,UP eri-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/17919598,GSE8659,NA,
Mutants,UP rrf-3 and eri-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/17919598,GSE8659,NA,
Mutants,UP rrf-3 mutant,http://www.ncbi.nlm.nih.gov/pubmed/17919598,GSE8659,NA,
Chemicals/stress,Down by hemin 20 um vs. 4um,http://www.ncbi.nlm.nih.gov/pubmed/18418376,GSE8696,NA,
Chemicals/stress,Down by hemin 500 um vs. 20um,http://www.ncbi.nlm.nih.gov/pubmed/18418376,GSE8696,NA,
Chemicals/stress,Down by hemin 500 um vs. 4um,http://www.ncbi.nlm.nih.gov/pubmed/18418376,GSE8696,NA,
Chemicals/stress,UP by hemin 20 um vs. 4um,http://www.ncbi.nlm.nih.gov/pubmed/18418376,GSE8696,NA,
Chemicals/stress,UP by hemin 500 um vs. 20um,http://www.ncbi.nlm.nih.gov/pubmed/18418376,GSE8696,NA,
Chemicals/stress,UP by hemin 500 um vs. 4um,http://www.ncbi.nlm.nih.gov/pubmed/18418376,GSE8696,NA,
Mutants,Down in nipi-3(fr4) ,https://pubmed.ncbi.nlm.nih.gov/27927200/,GSE87052,NA,
Mutants,Down in pmk-1(km25) ,https://pubmed.ncbi.nlm.nih.gov/27927200/,GSE87052,NA,
Mutants,Up in nipi-3(fr4) ,https://pubmed.ncbi.nlm.nih.gov/27927200/,GSE87052,NA,
Mutants,Up in pmk-1(km25) ,https://pubmed.ncbi.nlm.nih.gov/27927200/,GSE87052,NA,
Mutants,Down in hpl-2,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Down in let-418(ts),https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Down in lin-13,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Down in lin-61,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Down in nrde-2,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Down in nrde-2; let-418(ts),https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Down in prg-1,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Down in set-25; met-2,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Up in hpl-2,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Up in let-418(ts),https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Up in lin-13,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Up in lin-61,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Up in nrde-2,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Up in nrde-2; let-418(ts),https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Up in prg-1,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Up in set-25; met-2,https://pubmed.ncbi.nlm.nih.gov/28294943/,GSE87523,epigenetics,
Mutants,Down in F1 hrde-1,https://pubmed.ncbi.nlm.nih.gov/28535375/,GSE89887,epigenetics,
Mutants,Down in F1 morc-1,https://pubmed.ncbi.nlm.nih.gov/28535375/,GSE89887,epigenetics,
Mutants,Down in F4 hrde-1,https://pubmed.ncbi.nlm.nih.gov/28535375/,GSE89887,epigenetics,
Mutants,Down in F4 morc-1,https://pubmed.ncbi.nlm.nih.gov/28535375/,GSE89887,epigenetics,
Mutants,Up in F1 hrde-1,https://pubmed.ncbi.nlm.nih.gov/28535375/,GSE89887,epigenetics,
Mutants,Up in F1 morc-1,https://pubmed.ncbi.nlm.nih.gov/28535375/,GSE89887,epigenetics,
Mutants,Up in F4 hrde-1,https://pubmed.ncbi.nlm.nih.gov/28535375/,GSE89887,epigenetics,
Mutants,Up in F4 morc-1,https://pubmed.ncbi.nlm.nih.gov/28535375/,GSE89887,epigenetics,
Other,aln-1 related genes,http://www.ncbi.nlm.nih.gov/pubmed/18042455,GSE9073,NA,
Other,aln-2 related genes,http://www.ncbi.nlm.nih.gov/pubmed/18042455,GSE9073,NA,
TF Targets,Experimentally Verified miRNA Targets in AIN-1 or AIN-2 IP Samples,http://www.ncbi.nlm.nih.gov/pubmed/18042455,GSE9073,NA,
DAF/Insulin/food,Down in 100mM salt with Food vs. 100mM salt with No Food (N2),https://www.nature.com/articles/ncb3470,GSE91039,chemicals,
DAF/Insulin/food,Down in 500mM salt with  Food vs. 100mM salt with Food (N2),https://www.nature.com/articles/ncb3470,GSE91039,chemicals,
DAF/Insulin/food,Down in 500mM salt with Food vs. 500mM salt with No Food (N2),https://www.nature.com/articles/ncb3470,GSE91039,chemicals,
DAF/Insulin/food,Down in 500mM salt with No Food vs. 100mM salt with No Food (N2),https://www.nature.com/articles/ncb3470,GSE91039,chemicals,
DAF/Insulin/food,Up in 100mM salt with Food vs. 100mM salt with No Food (N2),https://www.nature.com/articles/ncb3470,GSE91039,chemicals,
DAF/Insulin/food,Up in 500mM salt with  Food vs. 100mM salt with Food (N2),https://www.nature.com/articles/ncb3470,GSE91039,chemicals,
DAF/Insulin/food,Up in 500mM salt with Food vs. 500mM salt with No Food (N2),https://www.nature.com/articles/ncb3470,GSE91039,chemicals,
DAF/Insulin/food,Up in 500mM salt with No Food vs. 100mM salt with No Food (N2),https://www.nature.com/articles/ncb3470,GSE91039,chemicals,
Mutants,Down in lin-45 mutant embryos,https://www.nature.com/articles/ncb3470,GSE91073,NA,
Mutants,Up in lin-45 mutant embryos,https://www.nature.com/articles/ncb3470,GSE91073,NA,
Mutants,Down lin-35 mutant and SLR-2-responsive,http://www.ncbi.nlm.nih.gov/pubmed/18437219,GSE9246,NA,
Development/Dauer/Aging,Down SLR-2-responsive,http://www.ncbi.nlm.nih.gov/pubmed/18437219,GSE9246,NA,
Development/Dauer/Aging,Down SLR-2-responsive and presented in SAGE,http://www.ncbi.nlm.nih.gov/pubmed/18437219,GSE9246,NA,
DAF/Insulin/food,Down(insulin and TOR) in slr-2 mutants,http://www.ncbi.nlm.nih.gov/pubmed/18437219,GSE9246,NA,
Tissue,Tester genes,http://www.ncbi.nlm.nih.gov/pubmed/18437219,GSE9246,NA,
Mutants,UP lin-35 mutant and SLR-2-responsive,http://www.ncbi.nlm.nih.gov/pubmed/18437219,GSE9246,NA,
Development/Dauer/Aging,UP SLR-2-responsive,http://www.ncbi.nlm.nih.gov/pubmed/18437219,GSE9246,NA,
Development/Dauer/Aging,UP SLR-2-responsive and presented in SAGE,http://www.ncbi.nlm.nih.gov/pubmed/18437219,GSE9246,NA,
Tissue,Down Day 1 Adult P-granule depleted  UNC-119::GFP(-) ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,development,
Tissue,Down Day 2 Adult P-granule depleted  UNC-119::GFP(+) vs. Day 2 Adult P-granule depleted  UNC-119::GFP(-) ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,development,
Tissue,Down Day 2 Adult P-granule depleted UNC-119::GFP(-) ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,development,
Tissue,Down Day 2 Adult P-granule depleted UNC-119::GFP(+),https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,development,
Tissue,Down in glh-1  Day 1 Adult ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,mutants;development,
Tissue,Down in pgl-1 Day 1 Adult ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,mutants;development,
Tissue,Down P-granule depleted ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,development,
Tissue,Up Day 1 Adult P-granule depleted  UNC-119::GFP(-) ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,development,
Tissue,Up Day 2 Adult P-granule depleted  UNC-119::GFP(+),https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,development,
Tissue,Up Day 2 Adult P-granule depleted UNC-119::GFP(-) ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,development,
Tissue,Up Day 2 AdultP-granule depleted  UNC-119::GFP(+) vs. Day 2 Adult P-granule depleted UNC-119::GFP(-) ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,development,
Tissue,Up in glh-1 Day 1 Adult ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,mutants;development,
Tissue,Up in pgl-1 Day 1 Adult ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,mutants;development,
Tissue,Up L4 P-granule depleted ,https://pubmed.ncbi.nlm.nih.gov/28258184/,GSE92690,development,
DAF/Insulin/food,Genes downregulated by DR,https://pubmed.ncbi.nlm.nih.gov/30905669/,GSE92902,NA,
DAF/Insulin/food,Genes downregulated by SEK-1,https://pubmed.ncbi.nlm.nih.gov/30905669/,GSE92902,NA,
DAF/Insulin/food,Genes upregulated by DR,https://pubmed.ncbi.nlm.nih.gov/30905669/,GSE92902,NA,
DAF/Insulin/food,Genes upregulated by DR and SEK-1,https://pubmed.ncbi.nlm.nih.gov/30905669/,GSE92902,NA,
DAF/Insulin/food,Genes upregulated by SEK-1,https://pubmed.ncbi.nlm.nih.gov/30905669/,GSE92902,NA,
DAF/Insulin/food,Genes upregulated by SEK-1 and downregulated by DR,https://pubmed.ncbi.nlm.nih.gov/30905669/,GSE92902,NA,
Chemicals/stress,down by oxidative stress,http://www.ncbi.nlm.nih.gov/pubmed/19627265,GSE9301,NA,
TF Targets,skn-1 targets (negative regulation),http://www.ncbi.nlm.nih.gov/pubmed/19627265,GSE9301,NA,
TF Targets,skn-1 targets (positive regulation),http://www.ncbi.nlm.nih.gov/pubmed/19627265,GSE9301,NA,
Chemicals/stress,UP by oxidative stress,http://www.ncbi.nlm.nih.gov/pubmed/19627265,GSE9301,NA,
Mutants,Down in jmjd-5 in young adult hermaphrodites (G0),https://pubmed.ncbi.nlm.nih.gov/28207814/,GSE93086,epigenetics,
Mutants,Down in jmjd-5 in young adult hermaphrodites (G1),https://pubmed.ncbi.nlm.nih.gov/28207814/,GSE93086,epigenetics,
